x,y,vx,vy,paddle.y
645,140,5,-5,150
640,145,5,-5,150
635,150,5,-5,150
630,155,5,-5,150
625,160,5,-5,150
620,165,5,-5,150
615,170,5,-5,150
610,175,5,-5,150
605,180,5,-5,145
600,185,5,-5,140
595,190,5,-5,135
590,195,5,-5,130
585,200,5,-5,125
580,205,5,-5,120
575,210,5,-5,115
570,215,5,-5,115
565,220,5,-5,115
560,225,5,-5,115
555,230,5,-5,115
550,235,5,-5,115
545,240,5,-5,115
540,245,5,-5,115
535,250,5,-5,115
530,255,5,-5,115
525,260,5,-5,115
520,265,5,-5,115
515,270,5,-5,115
510,275,5,-5,115
505,280,5,-5,115
500,285,5,-5,115
495,290,5,-5,115
490,295,5,-5,115
485,300,5,-5,115
480,305,5,-5,115
475,310,5,-5,115
470,315,5,-5,115
465,320,5,-5,115
460,325,5,-5,115
455,330,5,-5,115
450,335,5,-5,115
445,340,5,-5,115
440,345,5,-5,115
435,350,5,-5,115
430,355,5,-5,115
425,360,5,-5,115
420,365,5,-5,115
415,370,5,-5,115
410,375,5,-5,115
405,380,5,-5,115
400,385,5,-5,115
395,390,5,-5,115
390,395,5,-5,115
385,400,5,-5,115
380,405,5,-5,115
375,410,5,-5,115
370,415,5,-5,115
365,420,5,-5,115
360,425,5,-5,115
355,430,5,-5,115
350,435,5,-5,115
345,440,5,-5,115
340,445,5,-5,115
335,450,5,-5,115
330,455,5,-5,115
325,460,5,-5,115
320,465,5,-5,115
315,460,5,5,115
310,455,5,5,115
305,450,5,5,115
300,445,5,5,115
295,440,5,5,115
290,435,5,5,115
285,430,5,5,115
280,425,5,5,115
275,420,5,5,115
270,415,5,5,115
265,410,5,5,115
260,405,5,5,115
255,400,5,5,115
250,395,5,5,115
245,390,5,5,115
240,385,5,5,115
235,380,5,5,115
230,375,5,5,115
225,370,5,5,115
220,365,5,5,115
215,360,5,5,115
210,355,5,5,115
205,350,5,5,115
200,345,5,5,115
195,340,5,5,115
190,335,5,5,115
185,330,5,5,115
180,325,5,5,115
175,320,5,5,115
170,315,5,5,115
165,310,5,5,115
160,305,5,5,115
155,300,5,5,115
150,295,5,5,115
145,290,5,5,115
140,285,5,5,115
135,280,5,5,115
130,275,5,5,115
125,270,5,5,115
120,265,5,5,115
115,260,5,5,115
110,255,5,5,115
105,250,5,5,115
100,245,5,5,115
95,240,5,5,115
90,235,5,5,115
85,230,5,5,115
80,225,5,5,115
75,220,5,5,115
70,215,5,5,115
65,210,5,5,115
60,205,5,5,115
55,200,5,5,115
50,195,5,5,115
45,190,5,5,115
40,185,5,5,115
40,175,-5,5,115
45,170,-5,5,115
50,165,-5,5,115
55,160,-5,5,115
60,155,-5,5,115
65,150,-5,5,115
70,145,-5,5,115
75,140,-5,5,115
80,135,-5,5,115
85,130,-5,5,115
90,125,-5,5,115
95,120,-5,5,115
100,115,-5,5,115
105,110,-5,5,115
110,105,-5,5,115
115,100,-5,5,115
120,95,-5,5,115
125,90,-5,5,115
130,85,-5,5,115
135,80,-5,5,115
140,75,-5,5,115
145,70,-5,5,115
150,65,-5,5,115
155,60,-5,5,115
160,55,-5,5,115
165,50,-5,5,115
170,45,-5,5,115
175,40,-5,5,115
180,35,-5,5,115
185,40,-5,-5,115
190,45,-5,-5,115
195,50,-5,-5,115
200,55,-5,-5,115
205,60,-5,-5,115
210,65,-5,-5,115
215,70,-5,-5,115
220,75,-5,-5,115
225,80,-5,-5,115
230,85,-5,-5,115
235,90,-5,-5,115
240,95,-5,-5,115
245,100,-5,-5,115
250,105,-5,-5,115
255,110,-5,-5,115
260,115,-5,-5,115
265,120,-5,-5,115
270,125,-5,-5,115
275,130,-5,-5,115
280,135,-5,-5,115
285,140,-5,-5,115
290,145,-5,-5,115
295,150,-5,-5,115
300,155,-5,-5,115
305,160,-5,-5,115
310,165,-5,-5,115
315,170,-5,-5,115
320,175,-5,-5,115
325,180,-5,-5,115
330,185,-5,-5,115
335,190,-5,-5,115
340,195,-5,-5,115
345,200,-5,-5,115
350,205,-5,-5,115
355,210,-5,-5,115
360,215,-5,-5,115
365,220,-5,-5,115
370,225,-5,-5,115
375,230,-5,-5,115
380,235,-5,-5,115
385,240,-5,-5,115
390,245,-5,-5,115
395,250,-5,-5,115
400,255,-5,-5,115
405,260,-5,-5,115
410,265,-5,-5,115
415,270,-5,-5,115
420,275,-5,-5,115
425,280,-5,-5,115
430,285,-5,-5,115
435,290,-5,-5,115
440,295,-5,-5,115
445,300,-5,-5,115
450,305,-5,-5,115
455,310,-5,-5,115
460,315,-5,-5,115
465,320,-5,-5,115
470,325,-5,-5,115
475,330,-5,-5,115
480,335,-5,-5,115
485,340,-5,-5,115
490,345,-5,-5,115
495,350,-5,-5,115
500,355,-5,-5,115
505,360,-5,-5,115
510,365,-5,-5,115
515,370,-5,-5,115
520,375,-5,-5,115
525,380,-5,-5,115
530,385,-5,-5,115
535,390,-5,-5,115
540,395,-5,-5,115
545,400,-5,-5,115
550,405,-5,-5,115
555,410,-5,-5,115
560,415,-5,-5,115
565,420,-5,-5,115
570,425,-5,-5,115
575,430,-5,-5,115
580,435,-5,-5,115
585,440,-5,-5,115
590,445,-5,-5,115
595,450,-5,-5,115
600,455,-5,-5,115
605,460,-5,-5,115
610,465,-5,-5,115
615,460,-5,5,115
620,455,-5,5,115
625,450,-5,5,115
630,445,-5,5,115
635,440,-5,5,115
640,435,-5,5,115
645,430,-5,5,115
650,425,-5,5,115
655,420,-5,5,115
660,415,-5,5,115
665,410,-5,5,115
670,405,-5,5,115
675,400,-5,5,115
680,395,-5,5,115
685,390,-5,5,115
690,385,-5,5,115
695,380,-5,5,115
700,375,-5,5,115
705,370,-5,5,115
710,365,-5,5,115
715,360,-5,5,115
720,355,-5,5,115
725,350,-5,5,115
730,345,-5,5,115
735,340,-5,5,115
740,335,-5,5,115
745,330,-5,5,115
750,325,-5,5,115
755,320,-5,5,115
760,315,-5,5,115
765,310,-5,5,115
770,305,-5,5,115
775,300,-5,5,115
780,295,-5,5,115
785,290,-5,5,115
790,285,-5,5,115
795,280,-5,5,115
800,275,-5,5,115
805,270,-5,5,115
810,265,-5,5,115
815,260,-5,5,115
820,255,-5,5,115
825,250,-5,5,115
830,245,-5,5,115
835,240,-5,5,115
840,235,-5,5,115
845,230,-5,5,115
850,225,-5,5,115
855,220,-5,5,115
860,215,-5,5,115
865,210,-5,5,115
870,205,-5,5,115
875,200,-5,5,115
880,195,-5,5,115
885,190,-5,5,115
890,185,-5,5,115
895,180,-5,5,115
900,175,-5,5,115
905,170,-5,5,115
910,165,-5,5,115
915,160,-5,5,115
920,155,-5,5,115
925,150,-5,5,115
930,145,-5,5,115
935,140,-5,5,115
940,135,-5,5,115
945,130,-5,5,115
950,125,-5,5,115
955,120,-5,5,115
960,115,-5,5,115
960,105,5,5,115
955,100,5,5,115
950,95,5,5,115
945,90,5,5,115
940,85,5,5,115
935,80,5,5,115
930,75,5,5,115
925,70,5,5,115
920,65,5,5,115
915,60,5,5,115
910,55,5,5,115
905,50,5,5,115
900,45,5,5,115
895,40,5,5,115
890,35,5,5,115
885,40,5,-5,115
880,45,5,-5,115
875,50,5,-5,115
870,55,5,-5,115
865,60,5,-5,115
860,65,5,-5,115
855,70,5,-5,115
850,75,5,-5,115
845,80,5,-5,115
840,85,5,-5,115
835,90,5,-5,115
830,95,5,-5,115
825,100,5,-5,115
820,105,5,-5,115
815,110,5,-5,115
810,115,5,-5,115
805,120,5,-5,115
800,125,5,-5,115
795,130,5,-5,115
790,135,5,-5,115
785,140,5,-5,115
780,145,5,-5,115
775,150,5,-5,115
770,155,5,-5,115
765,160,5,-5,115
760,165,5,-5,115
755,170,5,-5,115
750,175,5,-5,115
745,180,5,-5,115
740,185,5,-5,115
735,190,5,-5,115
730,195,5,-5,115
725,200,5,-5,115
720,205,5,-5,115
715,210,5,-5,115
710,215,5,-5,115
705,220,5,-5,115
700,225,5,-5,115
695,230,5,-5,115
690,235,5,-5,115
685,240,5,-5,115
680,245,5,-5,115
675,250,5,-5,115
670,255,5,-5,115
665,260,5,-5,115
660,265,5,-5,115
655,270,5,-5,115
650,275,5,-5,115
645,280,5,-5,115
640,285,5,-5,115
635,290,5,-5,115
630,295,5,-5,115
625,300,5,-5,115
620,305,5,-5,115
615,310,5,-5,115
610,315,5,-5,115
605,320,5,-5,115
600,325,5,-5,115
595,330,5,-5,115
590,335,5,-5,115
585,340,5,-5,115
580,345,5,-5,115
575,350,5,-5,115
570,355,5,-5,115
565,360,5,-5,115
560,365,5,-5,115
555,370,5,-5,115
550,375,5,-5,115
545,380,5,-5,115
540,385,5,-5,115
535,390,5,-5,115
530,395,5,-5,115
525,400,5,-5,115
520,405,5,-5,115
515,410,5,-5,115
510,415,5,-5,115
505,420,5,-5,115
500,425,5,-5,115
495,430,5,-5,115
490,435,5,-5,115
485,440,5,-5,110
480,445,5,-5,105
475,450,5,-5,100
470,455,5,-5,95
465,460,5,-5,90
460,465,5,-5,85
455,460,5,5,80
450,455,5,5,75
445,450,5,5,70
440,445,5,5,65
435,440,5,5,60
430,435,5,5,55
425,430,5,5,50
420,425,5,5,45
415,420,5,5,40
410,415,5,5,35
405,410,5,5,30
400,405,5,5,25
395,400,5,5,20
390,395,5,5,20
385,390,5,5,20
380,385,5,5,20
375,380,5,5,20
370,375,5,5,20
365,370,5,5,20
360,365,5,5,20
355,360,5,5,20
350,355,5,5,20
345,350,5,5,20
340,345,5,5,20
335,340,5,5,20
330,335,5,5,20
325,330,5,5,20
320,325,5,5,20
315,320,5,5,20
310,315,5,5,20
305,310,5,5,20
300,305,5,5,20
295,300,5,5,20
290,295,5,5,20
285,290,5,5,20
280,285,5,5,20
275,280,5,5,20
270,275,5,5,20
265,270,5,5,20
260,265,5,5,20
255,260,5,5,20
250,255,5,5,20
245,250,5,5,20
240,245,5,5,20
235,240,5,5,20
230,235,5,5,20
225,230,5,5,20
220,225,5,5,20
215,220,5,5,20
210,215,5,5,20
205,210,5,5,20
200,205,5,5,20
195,200,5,5,20
190,195,5,5,20
185,190,5,5,20
180,185,5,5,20
175,180,5,5,20
170,175,5,5,20
165,170,5,5,20
160,165,5,5,20
155,160,5,5,20
150,155,5,5,20
145,150,5,5,20
140,145,5,5,20
135,140,5,5,20
130,135,5,5,20
125,130,5,5,20
120,125,5,5,20
115,120,5,5,20
110,115,5,5,20
105,110,5,5,20
100,105,5,5,20
95,100,5,5,20
90,95,5,5,20
85,90,5,5,20
80,85,5,5,20
75,80,5,5,20
70,75,5,5,20
65,70,5,5,20
60,65,5,5,20
55,60,5,5,20
50,55,5,5,20
45,50,5,5,20
40,45,5,5,20
40,35,-5,5,20
45,40,-5,-5,20
50,45,-5,-5,20
55,50,-5,-5,20
60,55,-5,-5,20
65,60,-5,-5,20
70,65,-5,-5,20
75,70,-5,-5,20
80,75,-5,-5,20
85,80,-5,-5,20
90,85,-5,-5,20
95,90,-5,-5,20
100,95,-5,-5,20
105,100,-5,-5,20
110,105,-5,-5,20
115,110,-5,-5,20
120,115,-5,-5,20
125,120,-5,-5,20
130,125,-5,-5,20
135,130,-5,-5,20
140,135,-5,-5,20
145,140,-5,-5,20
150,145,-5,-5,20
155,150,-5,-5,20
160,155,-5,-5,20
165,160,-5,-5,20
170,165,-5,-5,20
175,170,-5,-5,20
180,175,-5,-5,20
185,180,-5,-5,20
190,185,-5,-5,20
195,190,-5,-5,20
200,195,-5,-5,20
205,200,-5,-5,20
210,205,-5,-5,20
215,210,-5,-5,20
220,215,-5,-5,20
225,220,-5,-5,20
230,225,-5,-5,20
235,230,-5,-5,20
240,235,-5,-5,20
245,240,-5,-5,20
250,245,-5,-5,20
255,250,-5,-5,20
260,255,-5,-5,20
265,260,-5,-5,20
270,265,-5,-5,20
275,270,-5,-5,20
280,275,-5,-5,20
285,280,-5,-5,20
290,285,-5,-5,20
295,290,-5,-5,20
300,295,-5,-5,20
305,300,-5,-5,20
310,305,-5,-5,20
315,310,-5,-5,20
320,315,-5,-5,20
325,320,-5,-5,20
330,325,-5,-5,20
335,330,-5,-5,20
340,335,-5,-5,20
345,340,-5,-5,20
350,345,-5,-5,20
355,350,-5,-5,20
360,355,-5,-5,20
365,360,-5,-5,20
370,365,-5,-5,20
375,370,-5,-5,20
380,375,-5,-5,20
385,380,-5,-5,20
390,385,-5,-5,20
395,390,-5,-5,20
400,395,-5,-5,20
405,400,-5,-5,20
410,405,-5,-5,20
415,410,-5,-5,20
420,415,-5,-5,20
425,420,-5,-5,20
430,425,-5,-5,20
435,430,-5,-5,20
440,435,-5,-5,20
445,440,-5,-5,20
450,445,-5,-5,20
455,450,-5,-5,20
460,455,-5,-5,20
465,460,-5,-5,20
470,465,-5,-5,20
475,460,-5,5,20
480,455,-5,5,20
485,450,-5,5,20
490,445,-5,5,20
495,440,-5,5,20
500,435,-5,5,20
505,430,-5,5,20
510,425,-5,5,20
515,420,-5,5,20
520,415,-5,5,20
525,410,-5,5,20
530,405,-5,5,20
535,400,-5,5,20
540,395,-5,5,20
545,390,-5,5,20
550,385,-5,5,20
555,380,-5,5,20
560,375,-5,5,20
565,370,-5,5,20
570,365,-5,5,20
575,360,-5,5,20
580,355,-5,5,20
585,350,-5,5,20
590,345,-5,5,20
595,340,-5,5,20
600,335,-5,5,20
605,330,-5,5,20
610,325,-5,5,20
615,320,-5,5,20
620,315,-5,5,20
625,310,-5,5,20
630,305,-5,5,20
635,300,-5,5,20
640,295,-5,5,20
645,290,-5,5,20
650,285,-5,5,20
655,280,-5,5,20
660,275,-5,5,20
665,270,-5,5,20
670,265,-5,5,20
675,260,-5,5,20
680,255,-5,5,20
685,250,-5,5,20
690,245,-5,5,20
695,240,-5,5,20
700,235,-5,5,20
705,230,-5,5,20
710,225,-5,5,20
715,220,-5,5,20
720,215,-5,5,20
725,210,-5,5,20
730,205,-5,5,20
735,200,-5,5,20
740,195,-5,5,20
745,190,-5,5,20
750,185,-5,5,20
755,180,-5,5,20
760,175,-5,5,20
765,170,-5,5,20
770,165,-5,5,20
775,160,-5,5,20
780,155,-5,5,20
785,150,-5,5,20
790,145,-5,5,20
795,140,-5,5,20
800,135,-5,5,20
805,130,-5,5,20
810,125,-5,5,20
815,120,-5,5,20
820,115,-5,5,20
825,110,-5,5,20
830,105,-5,5,20
835,100,-5,5,20
840,95,-5,5,20
845,90,-5,5,20
850,85,-5,5,20
855,80,-5,5,20
860,75,-5,5,20
865,70,-5,5,20
870,65,-5,5,20
875,60,-5,5,20
880,55,-5,5,20
885,50,-5,5,20
890,45,-5,5,20
895,40,-5,5,20
900,35,-5,5,20
905,40,-5,-5,20
910,45,-5,-5,20
915,50,-5,-5,20
920,55,-5,-5,20
925,60,-5,-5,20
930,65,-5,-5,20
935,70,-5,-5,20
940,75,-5,-5,20
945,80,-5,-5,20
950,85,-5,-5,20
955,90,-5,-5,20
960,95,-5,-5,20
960,105,5,-5,20
955,110,5,-5,20
950,115,5,-5,20
945,120,5,-5,20
940,125,5,-5,20
935,130,5,-5,20
930,135,5,-5,20
925,140,5,-5,20
920,145,5,-5,20
915,150,5,-5,20
910,155,5,-5,20
905,160,5,-5,20
900,165,5,-5,20
895,170,5,-5,20
890,175,5,-5,20
885,180,5,-5,20
880,185,5,-5,20
875,190,5,-5,20
870,195,5,-5,20
865,200,5,-5,20
860,205,5,-5,20
855,210,5,-5,20
850,215,5,-5,20
845,220,5,-5,20
840,225,5,-5,20
835,230,5,-5,20
830,235,5,-5,20
825,240,5,-5,20
820,245,5,-5,20
815,250,5,-5,20
810,255,5,-5,20
805,260,5,-5,20
800,265,5,-5,20
795,270,5,-5,20
790,275,5,-5,20
785,280,5,-5,20
780,285,5,-5,20
775,290,5,-5,20
770,295,5,-5,20
765,300,5,-5,20
760,305,5,-5,20
755,310,5,-5,20
750,315,5,-5,20
745,320,5,-5,20
740,325,5,-5,20
735,330,5,-5,20
730,335,5,-5,20
725,340,5,-5,20
720,345,5,-5,20
715,350,5,-5,20
710,355,5,-5,20
705,360,5,-5,20
700,365,5,-5,20
695,370,5,-5,20
690,375,5,-5,20
685,380,5,-5,20
680,385,5,-5,20
675,390,5,-5,20
670,395,5,-5,20
665,400,5,-5,20
660,405,5,-5,20
655,410,5,-5,20
650,415,5,-5,20
645,420,5,-5,20
640,425,5,-5,20
635,430,5,-5,20
630,435,5,-5,20
625,440,5,-5,20
620,445,5,-5,20
615,450,5,-5,20
610,455,5,-5,20
605,460,5,-5,20
600,465,5,-5,20
595,460,5,5,20
590,455,5,5,20
585,450,5,5,20
580,445,5,5,20
575,440,5,5,20
570,435,5,5,20
565,430,5,5,20
560,425,5,5,20
555,420,5,5,20
550,415,5,5,20
545,410,5,5,20
540,405,5,5,20
535,400,5,5,20
530,395,5,5,20
525,390,5,5,20
520,385,5,5,20
515,380,5,5,20
510,375,5,5,20
505,370,5,5,20
500,365,5,5,20
495,360,5,5,20
490,355,5,5,20
485,350,5,5,20
480,345,5,5,20
475,340,5,5,20
470,335,5,5,20
465,330,5,5,20
460,325,5,5,20
455,320,5,5,25
450,315,5,5,30
445,310,5,5,35
440,305,5,5,40
435,300,5,5,45
430,295,5,5,50
425,290,5,5,55
420,285,5,5,60
415,280,5,5,65
410,275,5,5,70
405,270,5,5,75
400,265,5,5,80
395,260,5,5,85
390,255,5,5,90
385,250,5,5,95
380,245,5,5,95
375,240,5,5,95
370,235,5,5,95
365,230,5,5,95
360,225,5,5,95
355,220,5,5,95
350,215,5,5,95
345,210,5,5,95
340,205,5,5,95
335,200,5,5,95
330,195,5,5,95
325,190,5,5,95
320,185,5,5,95
315,180,5,5,95
310,175,5,5,95
305,170,5,5,95
300,165,5,5,95
295,160,5,5,95
290,155,5,5,95
285,150,5,5,95
280,145,5,5,95
275,140,5,5,95
270,135,5,5,95
265,130,5,5,95
260,125,5,5,95
255,120,5,5,95
250,115,5,5,95
245,110,5,5,95
240,105,5,5,95
235,100,5,5,95
230,95,5,5,95
225,90,5,5,95
220,85,5,5,95
215,80,5,5,95
210,75,5,5,95
205,70,5,5,95
200,65,5,5,95
195,60,5,5,95
190,55,5,5,95
185,50,5,5,95
180,45,5,5,95
175,40,5,5,95
170,35,5,5,95
165,40,5,-5,95
160,45,5,-5,95
155,50,5,-5,95
150,55,5,-5,95
145,60,5,-5,95
140,65,5,-5,95
135,70,5,-5,95
130,75,5,-5,95
125,80,5,-5,95
120,85,5,-5,95
115,90,5,-5,95
110,95,5,-5,95
105,100,5,-5,95
100,105,5,-5,95
95,110,5,-5,95
90,115,5,-5,95
85,120,5,-5,95
80,125,5,-5,95
75,130,5,-5,95
70,135,5,-5,95
65,140,5,-5,95
60,145,5,-5,95
55,150,5,-5,95
50,155,5,-5,95
45,160,5,-5,95
40,165,5,-5,95
40,175,-5,-5,95
45,180,-5,-5,95
50,185,-5,-5,95
55,190,-5,-5,95
60,195,-5,-5,95
65,200,-5,-5,95
70,205,-5,-5,95
75,210,-5,-5,95
80,215,-5,-5,95
85,220,-5,-5,95
90,225,-5,-5,95
95,230,-5,-5,95
100,235,-5,-5,95
105,240,-5,-5,95
110,245,-5,-5,95
115,250,-5,-5,95
120,255,-5,-5,95
125,260,-5,-5,95
130,265,-5,-5,95
135,270,-5,-5,95
140,275,-5,-5,95
145,280,-5,-5,95
150,285,-5,-5,95
155,290,-5,-5,95
160,295,-5,-5,95
165,300,-5,-5,95
170,305,-5,-5,95
175,310,-5,-5,95
180,315,-5,-5,95
185,320,-5,-5,95
190,325,-5,-5,95
195,330,-5,-5,95
200,335,-5,-5,95
205,340,-5,-5,95
210,345,-5,-5,95
215,350,-5,-5,95
220,355,-5,-5,95
225,360,-5,-5,95
230,365,-5,-5,95
235,370,-5,-5,95
240,375,-5,-5,95
245,380,-5,-5,95
250,385,-5,-5,95
255,390,-5,-5,95
260,395,-5,-5,95
265,400,-5,-5,95
270,405,-5,-5,95
275,410,-5,-5,95
280,415,-5,-5,95
285,420,-5,-5,95
290,425,-5,-5,95
295,430,-5,-5,95
300,435,-5,-5,95
305,440,-5,-5,95
310,445,-5,-5,95
315,450,-5,-5,95
320,455,-5,-5,95
325,460,-5,-5,95
330,465,-5,-5,95
335,460,-5,5,95
340,455,-5,5,95
345,450,-5,5,95
350,445,-5,5,95
355,440,-5,5,95
360,435,-5,5,95
365,430,-5,5,95
370,425,-5,5,95
375,420,-5,5,95
380,415,-5,5,95
385,410,-5,5,95
390,405,-5,5,95
395,400,-5,5,95
400,395,-5,5,95
405,390,-5,5,95
410,385,-5,5,95
415,380,-5,5,95
420,375,-5,5,95
425,370,-5,5,95
430,365,-5,5,95
435,360,-5,5,95
440,355,-5,5,95
445,350,-5,5,95
450,345,-5,5,95
455,340,-5,5,95
460,335,-5,5,95
465,330,-5,5,95
470,325,-5,5,95
475,320,-5,5,95
480,315,-5,5,95
485,310,-5,5,95
490,305,-5,5,95
495,300,-5,5,95
500,295,-5,5,95
505,290,-5,5,95
510,285,-5,5,95
515,280,-5,5,95
520,275,-5,5,95
525,270,-5,5,95
530,265,-5,5,95
535,260,-5,5,95
540,255,-5,5,95
545,250,-5,5,95
550,245,-5,5,95
555,240,-5,5,95
560,235,-5,5,95
565,230,-5,5,95
570,225,-5,5,95
575,220,-5,5,95
580,215,-5,5,95
585,210,-5,5,95
590,205,-5,5,95
595,200,-5,5,95
600,195,-5,5,95
605,190,-5,5,95
610,185,-5,5,95
615,180,-5,5,95
620,175,-5,5,95
625,170,-5,5,95
630,165,-5,5,95
635,160,-5,5,95
640,155,-5,5,95
645,150,-5,5,95
650,145,-5,5,95
655,140,-5,5,95
660,135,-5,5,95
665,130,-5,5,95
670,125,-5,5,95
675,120,-5,5,95
680,115,-5,5,95
685,110,-5,5,95
690,105,-5,5,95
695,100,-5,5,95
700,95,-5,5,95
705,90,-5,5,95
710,85,-5,5,95
715,80,-5,5,95
720,75,-5,5,95
725,70,-5,5,95
730,65,-5,5,95
735,60,-5,5,95
740,55,-5,5,95
745,50,-5,5,95
750,45,-5,5,95
755,40,-5,5,95
760,35,-5,5,95
765,40,-5,-5,95
770,45,-5,-5,95
775,50,-5,-5,95
780,55,-5,-5,95
785,60,-5,-5,95
790,65,-5,-5,95
795,70,-5,-5,95
800,75,-5,-5,95
805,80,-5,-5,95
810,85,-5,-5,95
815,90,-5,-5,95
820,95,-5,-5,95
825,100,-5,-5,95
830,105,-5,-5,95
835,110,-5,-5,95
840,115,-5,-5,95
845,120,-5,-5,95
850,125,-5,-5,95
855,130,-5,-5,95
860,135,-5,-5,95
865,140,-5,-5,95
870,145,-5,-5,95
875,150,-5,-5,95
880,155,-5,-5,95
885,160,-5,-5,95
890,165,-5,-5,95
895,170,-5,-5,95
900,175,-5,-5,95
905,180,-5,-5,95
910,185,-5,-5,95
915,190,-5,-5,95
920,195,-5,-5,95
925,200,-5,-5,95
930,205,-5,-5,95
935,210,-5,-5,95
940,215,-5,-5,95
945,220,-5,-5,95
950,225,-5,-5,95
955,230,-5,-5,95
960,235,-5,-5,95
960,245,5,-5,95
955,250,5,-5,95
950,255,5,-5,95
945,260,5,-5,95
940,265,5,-5,95
935,270,5,-5,95
930,275,5,-5,95
925,280,5,-5,95
920,285,5,-5,95
915,290,5,-5,95
910,295,5,-5,95
905,300,5,-5,95
900,305,5,-5,95
895,310,5,-5,95
890,315,5,-5,95
885,320,5,-5,95
880,325,5,-5,95
875,330,5,-5,95
870,335,5,-5,95
865,340,5,-5,95
860,345,5,-5,95
855,350,5,-5,95
850,355,5,-5,95
845,360,5,-5,95
840,365,5,-5,95
835,370,5,-5,95
830,375,5,-5,95
825,380,5,-5,95
820,385,5,-5,95
815,390,5,-5,95
810,395,5,-5,95
805,400,5,-5,95
800,405,5,-5,95
795,410,5,-5,95
790,415,5,-5,95
785,420,5,-5,95
780,425,5,-5,95
775,430,5,-5,95
770,435,5,-5,95
765,440,5,-5,95
760,445,5,-5,95
755,450,5,-5,95
750,455,5,-5,95
745,460,5,-5,95
740,465,5,-5,95
735,460,5,5,95
730,455,5,5,95
725,450,5,5,95
720,445,5,5,95
715,440,5,5,95
710,435,5,5,95
705,430,5,5,95
700,425,5,5,95
695,420,5,5,95
690,415,5,5,95
685,410,5,5,95
680,405,5,5,95
675,400,5,5,95
670,395,5,5,95
665,390,5,5,95
660,385,5,5,95
655,380,5,5,95
650,375,5,5,95
645,370,5,5,95
640,365,5,5,95
635,360,5,5,95
630,355,5,5,95
625,350,5,5,95
620,345,5,5,95
615,340,5,5,90
610,335,5,5,85
605,330,5,5,80
600,325,5,5,75
595,320,5,5,70
590,315,5,5,65
585,310,5,5,60
580,305,5,5,55
575,300,5,5,50
570,295,5,5,50
565,290,5,5,50
560,285,5,5,50
555,280,5,5,50
550,275,5,5,50
545,270,5,5,50
540,265,5,5,50
535,260,5,5,50
530,255,5,5,50
525,250,5,5,50
520,245,5,5,50
515,240,5,5,50
510,235,5,5,50
505,230,5,5,50
500,225,5,5,50
495,220,5,5,50
490,215,5,5,50
485,210,5,5,50
480,205,5,5,50
475,200,5,5,50
470,195,5,5,50
465,190,5,5,50
460,185,5,5,50
455,180,5,5,50
450,175,5,5,50
445,170,5,5,50
440,165,5,5,50
435,160,5,5,45
430,155,5,5,40
425,150,5,5,35
420,145,5,5,30
415,140,5,5,25
410,135,5,5,20
405,130,5,5,20
400,125,5,5,20
395,120,5,5,20
390,115,5,5,20
385,110,5,5,20
380,105,5,5,20
375,100,5,5,20
370,95,5,5,20
365,90,5,5,20
360,85,5,5,20
355,80,5,5,20
350,75,5,5,20
345,70,5,5,20
340,65,5,5,20
335,60,5,5,20
330,55,5,5,20
325,50,5,5,20
320,45,5,5,20
315,40,5,5,20
310,35,5,5,20
305,40,5,-5,20
300,45,5,-5,20
295,50,5,-5,20
290,55,5,-5,20
285,60,5,-5,20
280,65,5,-5,20
275,70,5,-5,20
270,75,5,-5,20
265,80,5,-5,25
260,85,5,-5,30
255,90,5,-5,35
250,95,5,-5,40
245,100,5,-5,45
240,105,5,-5,50
235,110,5,-5,55
230,115,5,-5,60
225,120,5,-5,65
220,125,5,-5,70
215,130,5,-5,75
210,135,5,-5,80
205,140,5,-5,85
200,145,5,-5,90
195,150,5,-5,95
190,155,5,-5,100
185,160,5,-5,105
180,165,5,-5,110
175,170,5,-5,115
170,175,5,-5,120
165,180,5,-5,125
160,185,5,-5,130
155,190,5,-5,135
150,195,5,-5,140
145,200,5,-5,145
140,205,5,-5,150
135,210,5,-5,155
130,215,5,-5,160
125,220,5,-5,165
120,225,5,-5,170
115,230,5,-5,175
110,235,5,-5,180
105,240,5,-5,185
100,245,5,-5,190
95,250,5,-5,195
90,255,5,-5,200
85,260,5,-5,205
80,265,5,-5,210
75,270,5,-5,215
70,275,5,-5,220
65,280,5,-5,225
60,285,5,-5,230
55,290,5,-5,235
50,295,5,-5,240
45,300,5,-5,245
40,305,5,-5,250
40,315,-5,-5,255
45,320,-5,-5,260
50,325,-5,-5,265
55,330,-5,-5,270
60,335,-5,-5,275
65,340,-5,-5,275
70,345,-5,-5,275
75,350,-5,-5,275
80,355,-5,-5,275
85,360,-5,-5,275
90,365,-5,-5,275
95,370,-5,-5,275
100,375,-5,-5,275
105,380,-5,-5,275
110,385,-5,-5,275
115,390,-5,-5,275
120,395,-5,-5,275
125,400,-5,-5,275
130,405,-5,-5,275
135,410,-5,-5,275
140,415,-5,-5,275
145,420,-5,-5,275
150,425,-5,-5,275
155,430,-5,-5,275
160,435,-5,-5,275
165,440,-5,-5,275
170,445,-5,-5,275
175,450,-5,-5,275
180,455,-5,-5,275
185,460,-5,-5,275
190,465,-5,-5,275
195,460,-5,5,275
200,455,-5,5,275
205,450,-5,5,275
210,445,-5,5,275
215,440,-5,5,275
220,435,-5,5,275
225,430,-5,5,275
230,425,-5,5,275
235,420,-5,5,275
